id,shortcut,description,program,device_gram,program_gram
29499,Ctrl + Delete,Delete preset,AVS Video Editor,windows,avs_video_editor
29500,Ctrl + Alt + Z / F9,Zoom,AVS Video Editor,windows,avs_video_editor
29501,Ctrl + V / Shift + Insert,Paste object,AVS Video Editor,windows,avs_video_editor
29502,Ctrl + I,Add image,AVS Video Editor,windows,avs_video_editor
29503,Ctrl + ],Mark out,AVS Video Editor,windows,avs_video_editor
29504,Ctrl + [,Mark in,AVS Video Editor,windows,avs_video_editor
29505,Ctrl + Alt + D,Detect scenes,AVS Video Editor,windows,avs_video_editor
29506,Ctrl + Alt + I,Fade in,AVS Video Editor,windows,avs_video_editor
29507,Home,Project start,AVS Video Editor,windows,avs_video_editor
29508,End,Project end,AVS Video Editor,windows,avs_video_editor
29509,Ctrl + M,Merge Scenes,AVS Video Editor,windows,avs_video_editor
29510,Ctrl + ArrowRight,Next second,AVS Video Editor,windows,avs_video_editor
29511,Del,Delete Scenes,AVS Video Editor,windows,avs_video_editor
29512,Ctrl + ArrowLeft,Previous second,AVS Video Editor,windows,avs_video_editor
29513,ArrowRight,Next frame,AVS Video Editor,windows,avs_video_editor
29514,ArrowLeft,Previous frame,AVS Video Editor,windows,avs_video_editor
29515,F9 / NumPad *,Zoom to Fit,AVS Video Editor,windows,avs_video_editor
29516,Ctrl + T,Add text,AVS Video Editor,windows,avs_video_editor
29517,Ctrl + PageUp,Zoom out,AVS Video Editor,windows,avs_video_editor
29518,Ctrl + Tab,Switch modes,AVS Video Editor,windows,avs_video_editor
29519,Ctrl + D,Duplicate object,AVS Video Editor,windows,avs_video_editor
29520,Shift + Ctrl + G,Show/hide grid lines,AVS Video Editor,windows,avs_video_editor
29521,ArrowDown,Line Down,AVS Video Editor,windows,avs_video_editor
29522,ArrowUp,Line Up,AVS Video Editor,windows,avs_video_editor
29523,F8,Split at current position,AVS Video Editor,windows,avs_video_editor
29524,Ctrl + Alt + M,Mute,AVS Video Editor,windows,avs_video_editor
29525,Alt + +,Increase volume,AVS Video Editor,windows,avs_video_editor
29526,Alt + -,Decrease volume,AVS Video Editor,windows,avs_video_editor
29527,Alt + ArrowUp,Increase Speed,AVS Video Editor,windows,avs_video_editor
29528,Ctrl + C / Ctrl + Insert,Copy object,AVS Video Editor,windows,avs_video_editor
29529,Alt + ArrowDown,Decrease Speed,AVS Video Editor,windows,avs_video_editor
29530,Alt + Enter / F11,Full screen,AVS Video Editor,windows,avs_video_editor
29531,Ctrl + Alt + N,Next Scene,AVS Video Editor,windows,avs_video_editor
29532,Ctrl + Alt + S,Stop,AVS Video Editor,windows,avs_video_editor
29533,Ctrl + Spacebar,Play/Pause,AVS Video Editor,windows,avs_video_editor
29534,Ctrl + 7,Disc Menu,AVS Video Editor,windows,avs_video_editor
29535,Ctrl + 6,Voice,AVS Video Editor,windows,avs_video_editor
29536,Ctrl + 5,Text,AVS Video Editor,windows,avs_video_editor
29537,Ctrl + 4,Video Effects,AVS Video Editor,windows,avs_video_editor
29538,Ctrl + 3,Transitions,AVS Video Editor,windows,avs_video_editor
29539,Ctrl + 2,Media Library,AVS Video Editor,windows,avs_video_editor
29540,Ctrl + 1,Projects,AVS Video Editor,windows,avs_video_editor
29541,Insert,Add chapter,AVS Video Editor,windows,avs_video_editor
29542,H,Toggle Handle Align/Free,Blender 3D,windows,blender_3d
29543,M,Mirror,Blender 3D,windows,blender_3d
29544,Y,Split,Blender 3D,windows,blender_3d
29545,UP,Unpin,Autodesk Revit Architecture,windows,autodesk_revit_architecture
29546,SF,Split face,Autodesk Revit Architecture,windows,autodesk_revit_architecture
29547,RE,Scale,Autodesk Revit Architecture,windows,autodesk_revit_architecture
29548,MV,Move,Autodesk Revit Architecture,windows,autodesk_revit_architecture
29549,CX,Reveal constraints,Autodesk Revit Architecture,windows,autodesk_revit_architecture
29550,UN,Project unit,Autodesk Revit Architecture,windows,autodesk_revit_architecture
29551,SN,Nearest,Autodesk Revit Architecture,windows,autodesk_revit_architecture
29552,SC,Centres,Autodesk Revit Architecture,windows,autodesk_revit_architecture
29553,ZS,Zoom sheet size,Autodesk Revit Architecture,windows,autodesk_revit_architecture
29554,WF,Wireframe,Autodesk Revit Architecture,windows,autodesk_revit_architecture
29555,SD,Shaded,Autodesk Revit Architecture,windows,autodesk_revit_architecture
29556,RY,Ray trace,Autodesk Revit Architecture,windows,autodesk_revit_architecture
29557,HL,Hidden line,Autodesk Revit Architecture,windows,autodesk_revit_architecture
29558,GD,Graphic display options,Autodesk Revit Architecture,windows,autodesk_revit_architecture
29559,SZ,Close,Autodesk Revit Architecture,windows,autodesk_revit_architecture
29560,SX,Points,Autodesk Revit Architecture,windows,autodesk_revit_architecture
29561,SW,Work plane grid,Autodesk Revit Architecture,windows,autodesk_revit_architecture
29562,ST,Tangents,Autodesk Revit Architecture,windows,autodesk_revit_architecture
29563,SR,Snap to remote objects,Autodesk Revit Architecture,windows,autodesk_revit_architecture
29564,SQ,Quadrants,Autodesk Revit Architecture,windows,autodesk_revit_architecture
29565,SP,Perpendicular,Autodesk Revit Architecture,windows,autodesk_revit_architecture
29566,SO,Snap off,Autodesk Revit Architecture,windows,autodesk_revit_architecture
29567,SM,Midpoints,Autodesk Revit Architecture,windows,autodesk_revit_architecture
29568,SI,Intersections,Autodesk Revit Architecture,windows,autodesk_revit_architecture
29569,SE,Endpoints,Autodesk Revit Architecture,windows,autodesk_revit_architecture
29570,PC,Snap to point clouds,Autodesk Revit Architecture,windows,autodesk_revit_architecture
29571,ZR / ZZ,Zoom in region,Autodesk Revit Architecture,windows,autodesk_revit_architecture
29572,ZP / ZC,Previous pan/zoom,Autodesk Revit Architecture,windows,autodesk_revit_architecture
29573,ZO / ZV,Zoom out,Autodesk Revit Architecture,windows,autodesk_revit_architecture
29574,ZE,Zoom to fit,Autodesk Revit Architecture,windows,autodesk_revit_architecture
29575,ZA,Zoom all to fit,Autodesk Revit Architecture,windows,autodesk_revit_architecture
29576,VH,Hide in view: Hide category,Autodesk Revit Architecture,windows,autodesk_revit_architecture
29577,WT,Tile windows,Autodesk Revit Architecture,windows,autodesk_revit_architecture
29578,LW,Linework,Autodesk Revit Architecture,windows,autodesk_revit_architecture
29579,EOD,Override graphics in view,Autodesk Revit Architecture,windows,autodesk_revit_architecture
29580,EH,Hide in view: Hide elements,Autodesk Revit Architecture,windows,autodesk_revit_architecture
29581,TR,Trim/Extend to corner,Autodesk Revit Architecture,windows,autodesk_revit_architecture
29582,SL,Split element,Autodesk Revit Architecture,windows,autodesk_revit_architecture
29583,RO,Rotate,Autodesk Revit Architecture,windows,autodesk_revit_architecture
29584,PN,Pin,Autodesk Revit Architecture,windows,autodesk_revit_architecture
29585,OF,Offset,Autodesk Revit Architecture,windows,autodesk_revit_architecture
29586,MM,Mirror- Pick axis,Autodesk Revit Architecture,windows,autodesk_revit_architecture
29587,DM,Mirror- Draw axis,Autodesk Revit Architecture,windows,autodesk_revit_architecture
29588,DE,Delete,Autodesk Revit Architecture,windows,autodesk_revit_architecture
29589,CS,Create similar,Autodesk Revit Architecture,windows,autodesk_revit_architecture
29590,CO / CC,Copy,Autodesk Revit Architecture,windows,autodesk_revit_architecture
29591,AR,Array,Autodesk Revit Architecture,windows,autodesk_revit_architecture
29592,AL,Align,Autodesk Revit Architecture,windows,autodesk_revit_architecture
29593,RC,Cope; Remove notching,Autodesk Revit Architecture,windows,autodesk_revit_architecture
29594,PT,Paint,Autodesk Revit Architecture,windows,autodesk_revit_architecture
29595,CP,Cope; Apply notching,Autodesk Revit Architecture,windows,autodesk_revit_architecture
29596,SU,Sun and shadow settings,Autodesk Revit Architecture,windows,autodesk_revit_architecture
29597,KS,Keyboard shortcuts,Autodesk Revit Architecture,windows,autodesk_revit_architecture
29598,PP,Properties,Autodesk Revit Architecture,windows,autodesk_revit_architecture
29599,WC,Cascade windows,Autodesk Revit Architecture,windows,autodesk_revit_architecture
29600,RG,Render Gallery,Autodesk Revit Architecture,windows,autodesk_revit_architecture
29601,RD,Render in Cloud,Autodesk Revit Architecture,windows,autodesk_revit_architecture
29602,RR,Render,Autodesk Revit Architecture,windows,autodesk_revit_architecture
29603,TL,Thin line,Autodesk Revit Architecture,windows,autodesk_revit_architecture
29604,VG / VV,Visibility/ Graphics,Autodesk Revit Architecture,windows,autodesk_revit_architecture
29605,ER,Editing requests,Autodesk Revit Architecture,windows,autodesk_revit_architecture
29606,RL / RW,Reload latest,Autodesk Revit Architecture,windows,autodesk_revit_architecture
29607,FR,Find/Replace,Autodesk Revit Architecture,windows,autodesk_revit_architecture
29608,TX,Text,Autodesk Revit Architecture,windows,autodesk_revit_architecture
29609,DL,Detail line,Autodesk Revit Architecture,windows,autodesk_revit_architecture
29610,DI,Aligned dimension,Autodesk Revit Architecture,windows,autodesk_revit_architecture
29611,RP,Reference plane,Autodesk Revit Architecture,windows,autodesk_revit_architecture
29612,LL,Level,Autodesk Revit Architecture,windows,autodesk_revit_architecture
29613,RT,Tag room,Autodesk Revit Architecture,windows,autodesk_revit_architecture
29614,RM,Room,Autodesk Revit Architecture,windows,autodesk_revit_architecture
29615,LI,Model line,Autodesk Revit Architecture,windows,autodesk_revit_architecture
29616,GP,Create group,Autodesk Revit Architecture,windows,autodesk_revit_architecture
29617,CL,Column,Autodesk Revit Architecture,windows,autodesk_revit_architecture
29618,CM,Place a component,Autodesk Revit Architecture,windows,autodesk_revit_architecture
29619,WN,Window,Autodesk Revit Architecture,windows,autodesk_revit_architecture
29620,WA,Wall,Autodesk Revit Architecture,windows,autodesk_revit_architecture
29621,Tab,Cycles through snaps or chain of elements,Autodesk Revit Architecture,windows,autodesk_revit_architecture
29622,Spacebar,Flip 90 degrees selected elements,Autodesk Revit Architecture,windows,autodesk_revit_architecture
29623,F8,Navigation wheel,Autodesk Revit Architecture,windows,autodesk_revit_architecture
29624,F7,Spelling,Autodesk Revit Architecture,windows,autodesk_revit_architecture
29625,F1,Displays revit help,Autodesk Revit Architecture,windows,autodesk_revit_architecture
29626,Ctrl + S,Save,Autodesk Revit Architecture,windows,autodesk_revit_architecture
29627,Ctrl + O,Open,Autodesk Revit Architecture,windows,autodesk_revit_architecture
29628,Ctrl + N,New,Autodesk Revit Architecture,windows,autodesk_revit_architecture
29629,TG,Tag by category,Autodesk Revit Architecture,windows,autodesk_revit_architecture
29630,EL,Spot elevation,Autodesk Revit Architecture,windows,autodesk_revit_architecture
29631,GR,Grid,Autodesk Revit Architecture,windows,autodesk_revit_architecture
29632,DR,Door,Autodesk Revit Architecture,windows,autodesk_revit_architecture
29633,F10,Keytips,Autodesk Revit Architecture,windows,autodesk_revit_architecture
29634,Ctrl + P,Print,Autodesk Revit Architecture,windows,autodesk_revit_architecture
29635,Ctrl + F,Osnap mode,AutoCad Architecture,windows,autocad_architecture
29636,End,Moves the cursor to the end of the current line,AutoCad Architecture,windows,autocad_architecture
29637,Shift + ArrowUp,Increasestheselection by one line at a time,AutoCad Architecture,windows,autocad_architecture
29638,PageUp,Moves the cursor position up to 28 rows up,AutoCad Architecture,windows,autocad_architecture
29639,F1,Help tool,AutoCad Architecture,windows,autocad_architecture
29640,PageDown,Moves the cursor position up to 28 rows down,AutoCad Architecture,windows,autocad_architecture
29641,Ctrl + Home,Moves the cursor to the beginning of the first line of text,AutoCad Architecture,windows,autocad_architecture
29642,Ctrl + Shift + P,Quick Properties,AutoCad Architecture,windows,autocad_architecture
29643,Ctrl + Shift + H,HIDEPALETTES tool,AutoCad Architecture,windows,autocad_architecture
29644,Ctrl + R,Change active viewport,AutoCad Architecture,windows,autocad_architecture
29645,Ctrl + K,Hyperlink,AutoCad Architecture,windows,autocad_architecture
29646,Ctrl + H,Pickstyle,AutoCad Architecture,windows,autocad_architecture
29647,Ctrl + D,Dynamic UCS,AutoCad Architecture,windows,autocad_architecture
29648,Ctrl + Shift + V,Paste as block,AutoCad Architecture,windows,autocad_architecture
29649,Ctrl + Z,Undo,AutoCad Architecture,windows,autocad_architecture
29650,Ctrl + PageUp,Moves the cursor to the top of the currently visiblepage of text,AutoCad Architecture,windows,autocad_architecture
29651,CTrl + S,Save,AutoCad Architecture,windows,autocad_architecture
29652,Ctrl + P,Print,AutoCad Architecture,windows,autocad_architecture
29653,Ctrl + N,New,AutoCad Architecture,windows,autocad_architecture
29654,Ctrl + 6,dbConnect manager,AutoCad Architecture,windows,autocad_architecture
29655,Ctrl + 7,Markup set manager,AutoCad Architecture,windows,autocad_architecture
29656,Ctrl + 4,Sheet set manager,AutoCad Architecture,windows,autocad_architecture
29657,Ctrl + 2,Design center,AutoCad Architecture,windows,autocad_architecture
29658,Ctrl + PageDown,Moves the cursor to the bottom of the currently visiblepage of text,AutoCad Architecture,windows,autocad_architecture
29659,Ctrl + 0,Clean screen,AutoCad Architecture,windows,autocad_architecture
29660,Ctrl + Shift + ArrowLeft,Decreases theselection by one word,AutoCad Architecture,windows,autocad_architecture
29661,Ctrl + 1,Properties palette,AutoCad Architecture,windows,autocad_architecture
29662,Ctrl + ArrowLeft,Moves the cursor one word backward,AutoCad Architecture,windows,autocad_architecture
29663,Ctrl + Backspace,Deletes the word,AutoCad Architecture,windows,autocad_architecture
29664,Esc,Closes the text editor and loses any changes made,AutoCad Architecture,windows,autocad_architecture
29665,Shift + RIght arrow,Increase theselection by one character at a time,AutoCad Architecture,windows,autocad_architecture
29666,Shift + ArrowLeft,Decreases theselection by one character at a time,AutoCad Architecture,windows,autocad_architecture
29667,Ctrl + ArrowRight,Moves the cursor one word forward,AutoCad Architecture,windows,autocad_architecture
29668,Enter,Ends the current paragraph starting a new one on thenext line,AutoCad Architecture,windows,autocad_architecture
29669,Backspace,Deletes the characterimmediately to the left of the cursor,AutoCad Architecture,windows,autocad_architecture
29670,Delete,Deletes the character immediately to the right of thecursor,AutoCad Architecture,windows,autocad_architecture
29671,Home,Moves the cursor to the start of the current line,AutoCad Architecture,windows,autocad_architecture
29672,F12,Dynamic input,AutoCad Architecture,windows,autocad_architecture
29673,F11,Object snap tracking,AutoCad Architecture,windows,autocad_architecture
29674,F9,Snap mode,AutoCad Architecture,windows,autocad_architecture
29675,F8,Ortho mode,AutoCad Architecture,windows,autocad_architecture
29676,F7,Grid mode,AutoCad Architecture,windows,autocad_architecture
29677,Ctrl + 8,QuickCalc,AutoCad Architecture,windows,autocad_architecture
29678,F4,Tablet mode,AutoCad Architecture,windows,autocad_architecture
29679,F3,Object snap,AutoCad Architecture,windows,autocad_architecture
29680,F2,Displays the text window,AutoCad Architecture,windows,autocad_architecture
29681,Ctrl + 3,Tool palettes,AutoCad Architecture,windows,autocad_architecture
29682,Ctrl + Shift + ArrowRight,Increases theselection by one word,AutoCad Architecture,windows,autocad_architecture
29683,Ctrl + End,Moves the cursor to the end of the last line of text,AutoCad Architecture,windows,autocad_architecture
29684,Ctrl + A,Select all,AutoCad Architecture,windows,autocad_architecture
29685,Shift + ArrowDown,Decreases theselection by one line at a time,AutoCad Architecture,windows,autocad_architecture
29686,F10,Polar tracking,AutoCad Architecture,windows,autocad_architecture
29687,F5,Isoplane mode,AutoCad Architecture,windows,autocad_architecture
29688,Ctrl + E,Crosshairs in isoplane positions left/top/right,AutoCad Architecture,windows,autocad_architecture
29689,Ctrl + 9,Command window,AutoCad Architecture,windows,autocad_architecture
29690,Ctrl + V,Pasteclip tool,AutoCad Architecture,windows,autocad_architecture
29691,Ctrl + Q,Quit,AutoCad Architecture,windows,autocad_architecture
29692,Ctrl + Shift + C,Copy with Base Point,AutoCad Architecture,windows,autocad_architecture
29693,Ctrl + I,Coordinate display,AutoCad Architecture,windows,autocad_architecture
29694,Ctrl + O,Open,AutoCad Architecture,windows,autocad_architecture
29695,Ctrl + Shift + S,Save AS,AutoCad Architecture,windows,autocad_architecture
29696,Ctrl + X,Cutclip tool,AutoCad Architecture,windows,autocad_architecture
29697,Ctrl + Y,Redo,AutoCad Architecture,windows,autocad_architecture
29698,Ctrl + /,Origin axes visibility,Autodesk Inventor,windows,autodesk_inventor
29699,V,Move component,Autodesk Inventor,windows,autodesk_inventor
29700,Ctrl +  . ,Origin points visibility,Autodesk Inventor,windows,autodesk_inventor
29701,T,Text,Autodesk Inventor,windows,autodesk_inventor
29702,Ctrl + Shift + Q,iMate Glyph,Autodesk Inventor,windows,autodesk_inventor
29703,F2,Rename,Autodesk Inventor,windows,autodesk_inventor
29704, . ,Work point,Autodesk Inventor,windows,autodesk_inventor
29705,Ctrl + ],Origin plane visibility,Autodesk Inventor,windows,autodesk_inventor
29706,Ctrl + X,Cut,Autodesk Inventor,windows,autodesk_inventor
29707,Ctrl + N,New file dialog box,Autodesk Inventor,windows,autodesk_inventor
29708,Ctrl + C,Copy,Autodesk Inventor,windows,autodesk_inventor
29709,Ctrl + Shift + E,Degrees of freedom,Autodesk Inventor,windows,autodesk_inventor
29710,Ctrl + H,REPLACE COMPONENT / Replaces one assembly component with another component,Autodesk Inventor,windows,autodesk_inventor
29711,Alt + C,Create drawing view,Autodesk Inventor,windows,autodesk_inventor
29712,F8,Show all constrains,Autodesk Inventor,windows,autodesk_inventor
29713,Shift + F5,Next view,Autodesk Inventor,windows,autodesk_inventor
29714,RA,Replace all,Autodesk Inventor,windows,autodesk_inventor
29715,Alt + /,User work axes visibility,Autodesk Inventor,windows,autodesk_inventor
29716,DM,Datum identifier,Autodesk Inventor,windows,autodesk_inventor
29717,CO,Copy components,Autodesk Inventor,windows,autodesk_inventor
29718,PageUp,Look at a selected entity,Autodesk Inventor,windows,autodesk_inventor
29719,Shift + R,Select Row,Blender 3D,windows,blender_3d
29720,Ctrl + W,Steering wheels,Autodesk Inventor,windows,autodesk_inventor
29721,Ctrl + Shift + K,Chamfer,Autodesk Inventor,windows,autodesk_inventor
29722,TB,Table,Autodesk Inventor,windows,autodesk_inventor
29723,Ctrl + D,OPEN DRAWING / Opens drawing,Autodesk Inventor,windows,autodesk_inventor
